nombre_uno;valor ;valor_comun;;;;;;;;;;
Alicia Dominga;520;1;;;;;;;;;;
Marcelina Beatriz;417;1;;;;;;;;;;
Rita Felipa;143;1;;;;;;;;;;
Elida Rosalinda;207;1;;;;;;;;;;
Justina Ana;477;1;;;;;;;;;;
Edith Ivonne;537;1;;;;;;;;;;
Antonio Cristobal;338;1;;;;;;;;;;
Lidia Olga Noemi;451;1;;;;;;;;;;
Vicente Feliciano;102;1;;;;;;;;;;
Alicia Mauricia;687;1;;;;;;;;;;
Salvadora Angela;699;1;;;;;;;;;;
Rosa Filomena;158;1;;;;;;;;;;
Cesarina Aurora;504;1;;;;;;;;;;
Amalia Lilia;311;1;;;;;;;;;;
Leo Pablo;517;1;;;;;;;;;;
Angela Paula;590;1;;;;;;;;;;
Luis Santiago;144;1;;;;;;;;;;
Neele Sofia;133;1;;;;;;;;;;
Ilda Juana;371;1;;;;;;;;;;
Santina Sara;165;1;;;;;;;;;;
Rosa Argelia;269;1;;;;;;;;;;
Antonio Demetrio;182;1;;;;;;;;;;
Yotoku;519;1;;;;;;;;;;
Sixto Celestino;590;1;;;;;;;;;;
Argentina America;288;1;;;;;;;;;;
Belkis Flora;111;1;;;;;;;;;;
Matilde Elida;282;1;;;;;;;;;;
Ada Estela;659;1;;;;;;;;;;
Ruben Saul;406;1;;;;;;;;;;
Irma Marina;296;1;;;;;;;;;;
Higinio Arcadio;459;1;;;;;;;;;;
Clotilde Angela;571;1;;;;;;;;;;
Teodora Angelica;676;1;;;;;;;;;;
Felipa Delia;287;1;;;;;;;;;;
Mateo Humberto;457;1;;;;;;;;;;
Julia Rudecinda;327;1;;;;;;;;;;
Andres Arnaldo;332;1;;;;;;;;;;
Maria Lila;646;1;;;;;;;;;;
Alejandro Juan;438;1;;;;;;;;;;
Dora Paula Leonor;186;1;;;;;;;;;;
Maria Hortencia Micaela;512;1;;;;;;;;;;
Maria Clementina Ana;248;1;;;;;;;;;;
Delicia Esther;362;1;;;;;;;;;;
Benilde;625;1;;;;;;;;;;
Antonia Zulema;481;1;;;;;;;;;;
Antonino Camilo;148;1;;;;;;;;;;
Julio Ancelmo;542;1;;;;;;;;;;
Andesa Adela;300;1;;;;;;;;;;
Haydee Herminia;343;1;;;;;;;;;;
Laura HaydeÃ©;401;1;;;;;;;;;;
Norma Maria;326;1;;;;;;;;;;
Dora Aydee;606;1;;;;;;;;;;
Federico Jose N;686;1;;;;;;;;;;
Josefina Encarnacion;445;1;;;;;;;;;;
Ricardo Italo;599;1;;;;;;;;;;
Aniello;232;1;;;;;;;;;;
Reinaldo Abel;430;1;;;;;;;;;;
Vicente Felix;693;1;;;;;;;;;;
Olga Eugenia;518;1;;;;;;;;;;
Tomas Joaquin Angel Miguel De;504;1;;;;;;;;;;
Delia Ofelia;322;1;;;;;;;;;;
Rosalia Enriqueta;130;1;;;;;;;;;;
Elva Cristina;476;1;;;;;;;;;;
Ana Juditta;685;1;;;;;;;;;;
Martina Liberata;676;1;;;;;;;;;;
Rodolfo Emiliano;572;1;;;;;;;;;;
Francisca Esther;406;1;;;;;;;;;;
Antonia Adda;520;1;;;;;;;;;;
Pabla Antonia;207;1;;;;;;;;;;
Dionicio Artemio;249;1;;;;;;;;;;
Clarivel Estela;250;1;;;;;;;;;;
Karin Marianne;329;1;;;;;;;;;;
Enrique Rodolfo;306;1;;;;;;;;;;
Angelita Rosa;184;1;;;;;;;;;;
Delia Olga;366;1;;;;;;;;;;
Ethel Zulema;411;1;;;;;;;;;;
Lelia Esther;627;1;;;;;;;;;;
Sara Rafaela;608;1;;;;;;;;;;
Carlos Julio Nilo;362;1;;;;;;;;;;
Virginia Paulina;604;1;;;;;;;;;;
Maria Adelina;582;1;;;;;;;;;;
Lorelei;424;1;;;;;;;;;;
Pastor Eduardo;239;1;;;;;;;;;;
Elva Nelida;639;1;;;;;;;;;;
InÃ©s Margarita;156;1;;;;;;;;;;
Marcolina;265;1;;;;;;;;;;
Esther Ermelinda;548;1;;;;;;;;;;
Mericia Ramona;170;1;;;;;;;;;;
Jesus Miguel Daniel;611;1;;;;;;;;;;
Antonio Colombo;168;1;;;;;;;;;;
Leondina Genoeffa;586;1;;;;;;;;;;
Horacio Oscar;574;1;;;;;;;;;;
Mercedes Magdalena;678;1;;;;;;;;;;
Celina Delia;602;1;;;;;;;;;;
Sara Teresa Estela;106;1;;;;;;;;;;
Bondelina;359;1;;;;;;;;;;
Jose Mateo;531;1;;;;;;;;;;
Olga Emilce;100;1;;;;;;;;;;
Isidra Justina;525;1;;;;;;;;;;
Osvaldo Mario;150;1;;;;;;;;;;
Isolina Haidee;424;1;;;;;;;;;;
Lucia Margarita;626;1;;;;;;;;;;
Angelica Carmen;662;1;;;;;;;;;;
Francisca Adelina;544;1;;;;;;;;;;
Vilma;133;1;;;;;;;;;;
Mercedes Guillermina;182;1;;;;;;;;;;
Jose Policarpo;392;1;;;;;;;;;;
Elsa Cora;574;1;;;;;;;;;;
Emelina;147;1;;;;;;;;;;
Beate Gisela;188;1;;;;;;;;;;
Lorenzo Jose;351;1;;;;;;;;;;
Iris Rosa;444;1;;;;;;;;;;
Nelida Livia;175;1;;;;;;;;;;
Florencia Natalia;230;1;;;;;;;;;;
Domingo Leonardo;453;1;;;;;;;;;;
Florencia Margarita;261;1;;;;;;;;;;
Edelma Odelsia;524;1;;;;;;;;;;
Francisco Wenseslao;664;1;;;;;;;;;;
Amalia Judith;121;1;;;;;;;;;;
Olga Filomena;201;1;;;;;;;;;;
Catalina Susana;420;1;;;;;;;;;;
Antonio Rodolfo;498;1;;;;;;;;;;
Delia Del Transito;318;1;;;;;;;;;;
Julia Ofelia;139;1;;;;;;;;;;
Maria Manuela Oliva;551;1;;;;;;;;;;
Hector Donato;458;1;;;;;;;;;;
Soriana;101;1;;;;;;;;;;
Nilda Amanda;591;1;;;;;;;;;;
Nilda Alicia;192;1;;;;;;;;;;
Regina Estela;190;1;;;;;;;;;;
Felipe Bartolome;442;1;;;;;;;;;;
Blanca Irma;524;1;;;;;;;;;;
Sara Emma;263;1;;;;;;;;;;
Carmen Zoila;411;1;;;;;;;;;;
Cecilio David;632;1;;;;;;;;;;
Hercilla;520;1;;;;;;;;;;
Josefa Margarita;452;1;;;;;;;;;;
Helena Maria;649;1;;;;;;;;;;
Julio Mario;647;1;;;;;;;;;;
Absalon Jilberto;443;1;;;;;;;;;;
Clara Edhit;457;1;;;;;;;;;;
Ines Clara Gertrudis;534;1;;;;;;;;;;
Juan Trinidad;325;1;;;;;;;;;;
Jose Eulogio;553;1;;;;;;;;;;
Elba Norma;215;1;;;;;;;;;;
Luisa Obdulia;620;1;;;;;;;;;;
Teresina;667;1;;;;;;;;;;
Kelma Celia;197;1;;;;;;;;;;
Enrique Antonio Emanuel;548;1;;;;;;;;;;
Laura Catalina Francisca;121;1;;;;;;;;;;
Amneris Nelly;497;1;;;;;;;;;;
Eulalia Del Carmen;409;1;;;;;;;;;;
Milagro Seferino;549;1;;;;;;;;;;
Sara Josefa Del Pilar;190;1;;;;;;;;;;
Isidro Fulgencio;513;1;;;;;;;;;;
Fanor Carlos;321;1;;;;;;;;;;
Bienvenida SalomÃ©;437;1;;;;;;;;;;
Emma Del Trancito;150;1;;;;;;;;;;
Ana Rita;625;1;;;;;;;;;;
Manuel Geronimo;618;1;;;;;;;;;;
Carlos Norberto;304;1;;;;;;;;;;
Transito Arurfo;578;1;;;;;;;;;;
Clara Felisa;292;1;;;;;;;;;;
Ramon Marcos;429;1;;;;;;;;;;
Nyles Zulma;228;1;;;;;;;;;;
Maria Santalea;640;1;;;;;;;;;;
Ilda Rita;290;1;;;;;;;;;;
Raimundo Cesar Jose;366;1;;;;;;;;;;
Aurora Esdelinda;375;1;;;;;;;;;;
Judith Armelina;669;1;;;;;;;;;;
Adolia Ramona;179;1;;;;;;;;;;
Adela Teresa;117;1;;;;;;;;;;
Angel Luca;659;1;;;;;;;;;;
Constante;127;1;;;;;;;;;;
Dominga Alfonsa;488;1;;;;;;;;;;
Elba Natalina;438;1;;;;;;;;;;
Electra Mirta;161;1;;;;;;;;;;
Maria Elza Del Carmen Uvalda;559;1;;;;;;;;;;
Sulema Aurelia;593;1;;;;;;;;;;
Vicente Emilio;425;1;;;;;;;;;;
Demetria Del Valle;239;1;;;;;;;;;;
Neli Zaida;306;1;;;;;;;;;;
Getrudes;122;1;;;;;;;;;;
Irma Magdalena;647;1;;;;;;;;;;
Marcelina Rosa;254;1;;;;;;;;;;
Feliciana Teofila;112;1;;;;;;;;;;
Irma Romualda;245;1;;;;;;;;;;
Dany Elvira;267;1;;;;;;;;;;
Maria Marciana;111;1;;;;;;;;;;
Zulema Eugenia;287;1;;;;;;;;;;
Sara Robustiana;477;1;;;;;;;;;;
Cynthia Francisca;411;1;;;;;;;;;;
Edit;145;1;;;;;;;;;;
Griselda;476;1;;;;;;;;;;
Erminda Azucena;464;1;;;;;;;;;;
Gumersindo;146;1;;;;;;;;;;
Fructuosa Lir;600;1;;;;;;;;;;
Llulia;395;1;;;;;;;;;;
Elina Argentina;193;1;;;;;;;;;;
Bolivar Waschinton;568;1;;;;;;;;;;
Cipriana del Carmen;235;1;;;;;;;;;;
Elba Hermelinda;233;1;;;;;;;;;;
Julio Elisandro;427;1;;;;;;;;;;
Ramona Eustaquia;243;1;;;;;;;;;;
Elsa Alida;179;1;;;;;;;;;;
Leticia Maria;699;1;;;;;;;;;;
Hilda Edith;319;1;;;;;;;;;;
Clementina Lidia;483;1;;;;;;;;;;
Gavina Zara;687;1;;;;;;;;;;
Ciriaco Jose;677;1;;;;;;;;;;
Indalecio Reinal;560;1;;;;;;;;;;
Alida Ines;113;1;;;;;;;;;;
Francisco Omar;560;1;;;;;;;;;;
AndrÃ©s RamÃ³n;366;1;;;;;;;;;;
Ismael Horacio;109;1;;;;;;;;;;
Luisa Germana;635;1;;;;;;;;;;
Mariana Argentina Ines;284;1;;;;;;;;;;
Bernardo Antonio;182;1;;;;;;;;;;
Eriberta;541;1;;;;;;;;;;
Antonio Fructuoso;194;1;;;;;;;;;;
Lidia Adelaida;544;1;;;;;;;;;;
Laura Alejandrina;344;1;;;;;;;;;;
Vicente Pablo;618;1;;;;;;;;;;
Ricardo Angel;114;1;;;;;;;;;;
Felicinda Ramona;329;1;;;;;;;;;;
Ismelda Noemi;614;1;;;;;;;;;;
Andrea Justiniana;403;1;;;;;;;;;;
Elda Susana;131;1;;;;;;;;;;
Norberto Lorenzo;289;1;;;;;;;;;;
Genaro Amaro;553;1;;;;;;;;;;
Maria Enriqueta de Jesus;319;1;;;;;;;;;;
Blanca Edemir Jorgelina;256;1;;;;;;;;;;
Ramon Arcenio;195;1;;;;;;;;;;
Lucia Cristina;335;1;;;;;;;;;;
Nelly Julia;463;1;;;;;;;;;;
Victorina Julia;436;1;;;;;;;;;;
Roberto Domingo;156;1;;;;;;;;;;
Olga Ofelia;442;1;;;;;;;;;;
Elba Elida;549;1;;;;;;;;;;
Ana Maria Matea;314;1;;;;;;;;;;
Castorina;618;1;;;;;;;;;;
Ursula Winnie;309;1;;;;;;;;;;
Oscar Teotimo;683;1;;;;;;;;;;
Maria Trancito;181;1;;;;;;;;;;
Lidia Dionisia;316;1;;;;;;;;;;
JosÃ© David;621;1;;;;;;;;;;
Delfo Harris;171;1;;;;;;;;;;
Ana Marta;519;1;;;;;;;;;;
Elvira Agustina;531;1;;;;;;;;;;
Segundo Laurentino;225;1;;;;;;;;;;
Nora Antonia;604;1;;;;;;;;;;
Teresa Felipa Antonia;272;1;;;;;;;;;;
Nelly Guillermina;420;1;;;;;;;;;;
Victoria Juana;696;1;;;;;;;;;;
Manuel Carlos;207;1;;;;;;;;;;
Virginia Albina;544;1;;;;;;;;;;
Ida Dionisia;462;1;;;;;;;;;;
 Noemi;289;1;;;;;;;;;;
Horacia Lucia;555;1;;;;;;;;;;
Teogilo;191;1;;;;;;;;;;
Juana Eloisa;179;1;;;;;;;;;;
Lina Mercedes;491;1;;;;;;;;;;
Gumercindo;256;1;;;;;;;;;;
Amado Jorge;421;1;;;;;;;;;;
Rosa Isolina;151;1;;;;;;;;;;
Deidamia del Carmen;691;1;;;;;;;;;;
Antonio Blas;198;1;;;;;;;;;;
Susana Demetria;632;1;;;;;;;;;;
Doris Electra;337;1;;;;;;;;;;
Ramona Peregrina;105;1;;;;;;;;;;
Enrique Edgardo Juan;158;1;;;;;;;;;;
Ines Mercedes;368;1;;;;;;;;;;
Juana Pabla;105;1;;;;;;;;;;
Elsa Rita;355;1;;;;;;;;;;
Maria Pascuala;193;1;;;;;;;;;;
Maria Leticia Rosario;400;1;;;;;;;;;;
Ynes Cesaria;436;1;;;;;;;;;;
Sara Ofelia;133;1;;;;;;;;;;
Marciano Alcides;201;1;;;;;;;;;;
Hector Angel Geronimo;654;1;;;;;;;;;;
Edmond;553;1;;;;;;;;;;
Juliana De Jesus;429;1;;;;;;;;;;
Luisa Ofelia;631;1;;;;;;;;;;
Alicia Ammeris;478;1;;;;;;;;;;
Graciela Elba;195;1;;;;;;;;;;
Teresa Celestina;377;1;;;;;;;;;;
Jacinta Aurora;497;1;;;;;;;;;;
Miguela Angela Rosa;642;1;;;;;;;;;;
Honorio Segundo;518;1;;;;;;;;;;
Graciela Rosa;520;1;;;;;;;;;;
Clemira del Valle;216;1;;;;;;;;;;
Orlanda Mariana;201;1;;;;;;;;;;
Arturo Delfor Norberto;266;1;;;;;;;;;;
Sulema Esmeralda;485;1;;;;;;;;;;
Clara Velia;229;1;;;;;;;;;;
Antonia Jacinta;518;1;;;;;;;;;;
Catalina Nicolasa;686;1;;;;;;;;;;
Argentina Elena;573;1;;;;;;;;;;
Cira;627;1;;;;;;;;;;
Emilia Uvaldina;308;1;;;;;;;;;;
Reina Argentina;550;1;;;;;;;;;;
Amelia Anunziada;201;1;;;;;;;;;;
Paula Antonia;270;1;;;;;;;;;;
Justo Nolasco;308;1;;;;;;;;;;
Bertha Ines;614;1;;;;;;;;;;
Segunda Graciana;591;1;;;;;;;;;;
Nelida Elcira;194;1;;;;;;;;;;
Carmelo Ramon;305;1;;;;;;;;;;
Antonia Deifilia;641;1;;;;;;;;;;
Horacio Osvaldo;262;1;;;;;;;;;;
Jorge Honorio;680;1;;;;;;;;;;
Lucia Carmen;227;1;;;;;;;;;;
Arsenia;413;1;;;;;;;;;;
Genoveva Elena;638;1;;;;;;;;;;
Victoria Alicia;635;1;;;;;;;;;;
Luz Argentina;503;1;;;;;;;;;;
Letisia Florentina;604;1;;;;;;;;;;
Idalina Maria;229;1;;;;;;;;;;
Berta Lidia;572;1;;;;;;;;;;
Ruth Raimunda;264;1;;;;;;;;;;
Gerardo Halame;129;1;;;;;;;;;;
Nelly Etelvina;603;1;;;;;;;;;;
Josefina Magdalena;380;1;;;;;;;;;;
 Secundina Rita;486;1;;;;;;;;;;
Urfando;162;1;;;;;;;;;;
Nemesia Lucila;468;1;;;;;;;;;;
Rodolfo Pablo;383;1;;;;;;;;;;
Saturnino Gumercindo;103;1;;;;;;;;;;
Ines Angela;275;1;;;;;;;;;;
 Ana Dora;288;1;;;;;;;;;;
Aide Nicefora;324;1;;;;;;;;;;
Elsa Petrona;215;1;;;;;;;;;;
Velia Noemi Luisa;672;1;;;;;;;;;;
Ladislada;447;1;;;;;;;;;;
Amelia Haydee;287;1;;;;;;;;;;
Cora InÃ©s;322;1;;;;;;;;;;
Maria Victoria Luisa;258;1;;;;;;;;;;
Argia Angelica;422;1;;;;;;;;;;
Adela Linda;583;1;;;;;;;;;;
Juan Eufemio;333;1;;;;;;;;;;
Noemi Gregoria;558;1;;;;;;;;;;
Antonio Pablo;543;1;;;;;;;;;;
Mauro Arceliano;203;1;;;;;;;;;;
Keili;417;1;;;;;;;;;;
Genoveva Lucia;154;1;;;;;;;;;;
Segundo Abraham;195;1;;;;;;;;;;
Olga Adela Natalina;498;1;;;;;;;;;;
Juana Alicia;446;1;;;;;;;;;;
Damacio;672;1;;;;;;;;;;
Blanca Herminia;289;1;;;;;;;;;;
Hilda Beatriz;566;1;;;;;;;;;;
Eunise Edith;581;1;;;;;;;;;;
Ofelia Matilde;559;1;;;;;;;;;;
Ottorina Dora;318;1;;;;;;;;;;
Leontina Velida;135;1;;;;;;;;;;
Dante Ovidio;452;1;;;;;;;;;;
Alcira Asuncion;221;1;;;;;;;;;;
Josefina Margarita;194;1;;;;;;;;;;
Albino Victorio;388;1;;;;;;;;;;
Margarita Angelica;502;1;;;;;;;;;;
Edith Dora Gabriela;143;1;;;;;;;;;;
Avelina Josefa;549;1;;;;;;;;;;
Francisco Heriberto;429;1;;;;;;;;;;
Juana Carlina;396;1;;;;;;;;;;
Ignacia Candelaria;596;1;;;;;;;;;;
Blanca Aida;163;1;;;;;;;;;;
Avilia Margarita;523;1;;;;;;;;;;
Carlos Avelimo;456;1;;;;;;;;;;
Mateo Ramon;149;1;;;;;;;;;;
Baltazara;116;1;;;;;;;;;;
Julio Nolasco;314;1;;;;;;;;;;
Marta Aida;673;1;;;;;;;;;;
Luisa Cantalicia;526;1;;;;;;;;;;
Godofredo Rosendo;550;1;;;;;;;;;;
Mila Manuela;618;1;;;;;;;;;;
Aldacira;445;1;;;;;;;;;;
Paula Placida;687;1;;;;;;;;;;
Selva Otilia;245;1;;;;;;;;;;
Santiago Agustin;149;1;;;;;;;;;;
Aurelia Serafina;357;1;;;;;;;;;;
Romana;248;1;;;;;;;;;;
Simon Agapito;527;1;;;;;;;;;;
Dulio;689;1;;;;;;;;;;
Felipe Lucrecio;687;1;;;;;;;;;;
Frine Alisia;425;1;;;;;;;;;;
Elena Emperatris;104;1;;;;;;;;;;
Hugo Cosme;172;1;;;;;;;;;;
Eulalia Micaela;287;1;;;;;;;;;;
Nelly Teresa;259;1;;;;;;;;;;
Jose Evaristo;413;1;;;;;;;;;;
Ramona Ciriaca;274;1;;;;;;;;;;
Carlos Victorio Ramon;217;1;;;;;;;;;;
Alberto Pedro;500;1;;;;;;;;;;
Ethel Zulima Maria;480;1;;;;;;;;;;
Idilio Douglas Jose;692;1;;;;;;;;;;
Sarina Matilde;121;1;;;;;;;;;;
Virgilia Simona;561;1;;;;;;;;;;
Francisca Idolinda;178;1;;;;;;;;;;
Viviana;565;1;;;;;;;;;;
Delia Hilda;308;1;;;;;;;;;;
Hipolita Nicasia;317;1;;;;;;;;;;
Wilfrido;179;1;;;;;;;;;;
Angelica Edelmira;625;1;;;;;;;;;;
Antonia Miguela;210;1;;;;;;;;;;
Juan Atilio;190;1;;;;;;;;;;
Blas Ramon;612;1;;;;;;;;;;
Maria Justina;401;1;;;;;;;;;;
Jorge Osvaldo;432;1;;;;;;;;;;
Edi Omar;490;1;;;;;;;;;;
Josefina Aurelia;260;1;;;;;;;;;;
Nolberto Mustafa;134;1;;;;;;;;;;
Rosa Orfilia;397;1;;;;;;;;;;
Barvarita Del Valle;647;1;;;;;;;;;;
Norlindo Elsear;652;1;;;;;;;;;;
Rosa Estefania;497;1;;;;;;;;;;
Afala Elisa;240;1;;;;;;;;;;
Vicente Dardo;675;1;;;;;;;;;;
Fernando Antonio;406;1;;;;;;;;;;
Dorinda Isabel;153;1;;;;;;;;;;
Mariana Magdalena;124;1;;;;;;;;;;
Afra Anna;493;1;;;;;;;;;;
Helena Gladys;128;1;;;;;;;;;;
Oscar Alfredo;373;1;;;;;;;;;;
Timoteo Segundo;444;1;;;;;;;;;;
Lila Yolanda;490;1;;;;;;;;;;
Irma Calistra;155;1;;;;;;;;;;
Alba Consuelo;353;1;;;;;;;;;;
Delfina Agustina;662;1;;;;;;;;;;
Arnaldo Bernardo;228;1;;;;;;;;;;
Celina Rogelia Angela;257;1;;;;;;;;;;
Leonilda Leonor;183;1;;;;;;;;;;
Flora Angelica;480;1;;;;;;;;;;
Nisim David;682;1;;;;;;;;;;
Ermelinda Corina;114;1;;;;;;;;;;
Zunilda Clelia;127;1;;;;;;;;;;
Elena Clotilde;636;1;;;;;;;;;;
Bitalino;480;1;;;;;;;;;;
Leonor Facunda;180;1;;;;;;;;;;
Avelino Justo;465;1;;;;;;;;;;
Felisa Akabi;106;1;;;;;;;;;;
Urzulina;525;1;;;;;;;;;;
Hector Martin;219;1;;;;;;;;;;
Elsa Elvica;236;1;;;;;;;;;;
Delfina Ana;159;1;;;;;;;;;;
Rudecindo Ruben;281;1;;;;;;;;;;
Enma Carmen;530;1;;;;;;;;;;
Orestes;385;1;;;;;;;;;;
Eugenia Elisa;493;1;;;;;;;;;;
Matilde Ignacia;317;1;;;;;;;;;;
Elida Edith;119;1;;;;;;;;;;
Hilda Victoria;671;1;;;;;;;;;;
Maria Tindera;636;1;;;;;;;;;;
Irma Graciela;406;1;;;;;;;;;;
Elda Nora;567;1;;;;;;;;;;
Herminio Bernabe;156;1;;;;;;;;;;
Liria Armanda;439;1;;;;;;;;;;
Sara Irene;494;1;;;;;;;;;;
Oscar Francisco;251;1;;;;;;;;;;
Gumersinda del Rosario;454;1;;;;;;;;;;
Luisa Bruna;646;1;;;;;;;;;;
Beatriz Leonor;136;1;;;;;;;;;;
Ninfa Alicia;351;1;;;;;;;;;;
Nelida Gioconda;597;1;;;;;;;;;;
Haydee Concepcion;651;1;;;;;;;;;;
Edith Perla;647;1;;;;;;;;;;
Edgardo Federico;472;1;;;;;;;;;;
Elena Luisa;333;1;;;;;;;;;;
Margot;673;1;;;;;;;;;;
Vladimiro Francisco;337;1;;;;;;;;;;
Noemi Amalia;669;1;;;;;;;;;;
Marqueza de Jesus;234;1;;;;;;;;;;
Leonor Flora;479;1;;;;;;;;;;
Palmira Rafaela;586;1;;;;;;;;;;
Teresa Soledad;223;1;;;;;;;;;;
Arturo Honarto;413;1;;;;;;;;;;
Cruz Corina;167;1;;;;;;;;;;
Aida Ambrosia;568;1;;;;;;;;;;
Araceli Mercedes;209;1;;;;;;;;;;
Esther Emma;556;1;;;;;;;;;;
Gloria Esther Pilar;127;1;;;;;;;;;;
Clodomiro Antonio;384;1;;;;;;;;;;
David Gregorio;297;1;;;;;;;;;;
Ley Isabel;139;1;;;;;;;;;;
Misael;251;1;;;;;;;;;;
Maria Luz Ernestina;169;1;;;;;;;;;;
Jacinto NicolÃ¡s;133;1;;;;;;;;;;
RiopÃ¡gita Rosario;370;1;;;;;;;;;;
Vilmo;499;1;;;;;;;;;;
Alicia Argentina Del Valle;462;1;;;;;;;;;;
Juana Jacinta;155;1;;;;;;;;;;
Alicia Beatriz;237;1;;;;;;;;;;
Isidoro Ramon;258;1;;;;;;;;;;
Leonicio;464;1;;;;;;;;;;
Roberto Salvador;652;1;;;;;;;;;;
Luis Lucas;377;1;;;;;;;;;;
Clemente Rafael;147;1;;;;;;;;;;
Angelica Armonia;504;1;;;;;;;;;;
Paula Teresa;395;1;;;;;;;;;;
Lilia Amalia;662;1;;;;;;;;;;
Alejandro Alberto;665;1;;;;;;;;;;
Nora Haydee;657;1;;;;;;;;;;
Hector Antonio;374;1;;;;;;;;;;
Luisa Carlota;392;1;;;;;;;;;;
Nelida Genoveva;678;1;;;;;;;;;;
Fedora;379;1;;;;;;;;;;
Etelvina Germana MarÃ­a;135;1;;;;;;;;;;
Aida Italia;383;1;;;;;;;;;;
Maria Esther Asuncion;249;1;;;;;;;;;;
Aurora Noemi;429;1;;;;;;;;;;
Agustina Isabel;606;1;;;;;;;;;;
Quinto Nazareno;428;1;;;;;;;;;;
Ventura Etelinda;404;1;;;;;;;;;;
Berta AntoÃ±ieta;294;1;;;;;;;;;;
Maria Bonifacia;523;1;;;;;;;;;;
Pastor Ceferino;376;1;;;;;;;;;;
Antonio Mario;626;1;;;;;;;;;;
Maria Teresa Rosario;640;1;;;;;;;;;;
Alicia Irinea;240;1;;;;;;;;;;
Bartola Luisa;629;1;;;;;;;;;;
Nelida Eloisa;428;1;;;;;;;;;;
Elda Aida;505;1;;;;;;;;;;
Audon;667;1;;;;;;;;;;
Rosa Cecilia;161;1;;;;;;;;;;
Rinaldo Antonio;170;1;;;;;;;;;;
Emma Elvira;294;1;;;;;;;;;;
Baudilio;558;1;;;;;;;;;;
Celia Elsa;488;1;;;;;;;;;;
Felix Gerardo;100;1;;;;;;;;;;
Gilda Ines;444;1;;;;;;;;;;
Nidia;395;1;;;;;;;;;;
Domitila Neri;587;1;;;;;;;;;;
Ida Julia;131;1;;;;;;;;;;
Herminia Josefa;579;1;;;;;;;;;;
Hortensia Maria;319;1;;;;;;;;;;
Teofilo Martires;399;1;;;;;;;;;;
Paulina Angelica;525;1;;;;;;;;;;
Amelia Antonia;623;1;;;;;;;;;;
Matilde Elena;125;1;;;;;;;;;;
Antonia Angelina;679;1;;;;;;;;;;
Ermelinda Adelaida;180;1;;;;;;;;;;
Elvira Angela;619;1;;;;;;;;;;
Florentino Ricardo;517;1;;;;;;;;;;
Maria  Liboria;534;1;;;;;;;;;;
Carlos Eleodoro;190;1;;;;;;;;;;
Gerardo Nicolas;504;1;;;;;;;;;;
Susana Mercedes;183;1;;;;;;;;;;
Dalinda del Carmen;178;1;;;;;;;;;;
Jesus Catalina;461;1;;;;;;;;;;
Esther Isabel;341;1;;;;;;;;;;
Margarita Clorinda;403;1;;;;;;;;;;
Abel Mercedes;397;1;;;;;;;;;;
Ada Micaela;394;1;;;;;;;;;;
Virgilio Alfredo;651;1;;;;;;;;;;
Ada NoemÃ­;419;1;;;;;;;;;;
Luisa Viterva;662;1;;;;;;;;;;
Virginia Ines;140;1;;;;;;;;;;
RamÃ³n Martin;434;1;;;;;;;;;;
Sebastiana Haydee;111;1;;;;;;;;;;
Ofelia Ines Elisa;248;1;;;;;;;;;;
Orfelia Margarita;437;1;;;;;;;;;;
Ines de Jesus;490;1;;;;;;;;;;
Angelica Eduvijis;319;1;;;;;;;;;;
Arturo Ruben;519;1;;;;;;;;;;
Margarita Sara;190;1;;;;;;;;;;
Alberto Segismundo;469;1;;;;;;;;;;
Nelly Delta;462;1;;;;;;;;;;
Vicenta Petronila;643;1;;;;;;;;;;
Maria Eulogia;378;1;;;;;;;;;;
Isabel Magdalena;208;1;;;;;;;;;;
Libia Jovita;381;1;;;;;;;;;;
Julia Teofila;677;1;;;;;;;;;;
Felix Augusto;226;1;;;;;;;;;;
Basilio Argentino;660;1;;;;;;;;;;
Aniceto Horacio;100;1;;;;;;;;;;
Antonia Nelida;619;1;;;;;;;;;;
Catalina Silvia;278;1;;;;;;;;;;
Velia Lola;232;1;;;;;;;;;;
Alicia Antonia;300;1;;;;;;;;;;
Ruperto;619;1;;;;;;;;;;
Anibal Raul;661;1;;;;;;;;;;
Andres Hipolito;179;1;;;;;;;;;;
Diorila;383;1;;;;;;;;;;
Conrada;160;1;;;;;;;;;;
Adriana Bertilda;124;1;;;;;;;;;;
Nelida Aurelia;335;1;;;;;;;;;;
Elvira Ana;184;1;;;;;;;;;;
Americo Agenor;613;1;;;;;;;;;;
Juan Jesus;253;1;;;;;;;;;;
Miranda Maria;557;1;;;;;;;;;;
Eleuterio Ciriaco;216;1;;;;;;;;;;
Primo Enrique;461;1;;;;;;;;;;
Nilda Gilberta;656;1;;;;;;;;;;
Josefa Ester;145;1;;;;;;;;;;
Azucena Clotilde;568;1;;;;;;;;;;
Haydee Julieta;473;1;;;;;;;;;;
Neli Elba;239;1;;;;;;;;;;
Alberico Enrique;136;1;;;;;;;;;;
Olga Carmen;315;1;;;;;;;;;;
Naime;183;1;;;;;;;;;;
Manuel de Reyes;497;1;;;;;;;;;;
Servanda Remigia;163;1;;;;;;;;;;
Susana Maria;282;1;;;;;;;;;;
Ema Rosa;352;1;;;;;;;;;;
Carolina Hipolita;329;1;;;;;;;;;;
Carlos Mario Servando;114;1;;;;;;;;;;
Adela Martina;666;1;;;;;;;;;;
Jerman;596;1;;;;;;;;;;
